symbol,market,date,open,high,low,close,volume
AAPL,US,2025-12-08,247.59,249.87,246.1,248.38,1068000
AAPL,US,2025-12-09,247.93,250.18,246.44,248.69,1092000
AAPL,US,2025-12-10,248.11,250.32,246.62,248.83,1116000
AAPL,US,2025-12-11,248.11,250.28,246.62,248.79,1140000
AAPL,US,2025-12-12,247.94,250.07,246.45,248.58,1164000
AAPL,US,2025-12-15,247.61,249.7,246.12,248.21,1188000
AAPL,US,2025-12-16,247.14,249.19,245.66,247.7,1212000
AAPL,US,2025-12-17,246.55,248.55,245.07,247.07,1236000
AAPL,US,2025-12-18,245.88,247.84,244.4,246.36,1260000
AAPL,US,2025-12-19,245.16,247.07,243.69,245.6,1284000
AAPL,US,2025-12-22,244.42,246.3,242.95,244.83,900000
AAPL,US,2025-12-23,243.7,245.55,242.24,244.09,924000
AAPL,US,2025-12-24,243.02,244.86,241.56,243.4,948000
AAPL,US,2025-12-25,242.44,244.27,240.99,242.81,972000
AAPL,US,2025-12-26,241.99,243.8,240.54,242.35,996000
0700,HK,2024-12-30,401.8,404.81,399.39,402.4,900000
0700,HK,2024-12-31,403.44,406.47,401.02,404.05,924000
0700,HK,2025-01-01,405.01,408.07,402.58,405.64,948000
0700,HK,2025-01-02,406.43,409.53,403.99,407.09,972000
0700,HK,2025-01-03,407.66,410.81,405.21,408.36,996000
0700,HK,2025-01-06,408.64,411.85,406.19,409.39,1020000
0700,HK,2025-01-07,409.33,412.6,406.87,410.14,1044000
0700,HK,2025-01-08,409.72,413.05,407.26,410.59,1068000
0700,HK,2025-01-09,409.79,413.19,407.33,410.73,1092000
0700,HK,2025-01-10,409.53,413,407.07,410.54,1116000
0700,HK,2025-01-13,408.98,412.52,406.53,410.06,1140000
0700,HK,2025-01-14,408.16,411.76,405.71,409.3,1164000
0700,HK,2025-01-15,407.1,410.76,404.66,408.31,1188000
0700,HK,2025-01-16,405.87,409.57,403.43,407.13,1212000
0700,HK,2025-01-17,404.51,408.25,402.08,405.82,1236000
0700,HK,2025-01-20,403.1,406.88,400.68,404.45,1260000
0700,HK,2025-01-21,401.7,405.5,399.29,403.08,1284000
0700,HK,2025-01-22,400.4,404.2,398,401.79,900000
0700,HK,2025-01-23,399.22,403.02,396.82,400.62,924000
0700,HK,2025-01-24,398.24,402.04,395.85,399.64,948000
0700,HK,2025-01-27,397.52,401.29,395.13,398.9,972000
0700,HK,2025-01-28,397.08,400.83,394.7,398.44,996000
0700,HK,2025-01-29,396.97,400.68,394.59,398.29,1020000
0700,HK,2025-01-30,397.17,400.84,394.79,398.45,1044000
0700,HK,2025-01-31,397.69,401.31,395.3,398.92,1068000
0700,HK,2025-02-03,398.52,402.1,396.13,399.7,1092000
0700,HK,2025-02-04,399.63,403.15,397.23,400.75,1116000
0700,HK,2025-02-05,400.98,404.44,398.57,402.03,1140000
0700,HK,2025-02-06,402.51,405.92,400.09,403.5,1164000
0700,HK,2025-02-07,404.16,407.52,401.74,405.09,1188000
0700,HK,2025-02-10,405.89,409.19,403.45,406.75,1212000
0700,HK,2025-02-11,407.59,410.84,405.14,408.39,1236000
0700,HK,2025-02-12,409.22,412.43,406.76,409.97,1260000
0700,HK,2025-02-13,410.7,413.88,408.24,411.41,1284000
0700,HK,2025-02-14,411.99,415.14,409.52,412.66,900000
0700,HK,2025-02-17,413.03,416.15,410.55,413.67,924000
0700,HK,2025-02-18,413.77,416.89,411.29,414.4,948000
0700,HK,2025-02-19,414.21,417.32,411.72,414.83,972000
0700,HK,2025-02-20,414.31,417.43,411.82,414.94,996000
0700,HK,2025-02-21,414.08,417.22,411.6,414.73,1020000
0700,HK,2025-02-24,413.54,416.71,411.06,414.22,1044000
0700,HK,2025-02-25,412.73,415.92,410.25,413.44,1068000
0700,HK,2025-02-26,411.67,414.9,409.2,412.43,1092000
0700,HK,2025-02-27,410.42,413.71,407.96,411.24,1116000
0700,HK,2025-02-28,409.05,412.39,406.6,409.93,1140000
0700,HK,2025-03-03,407.62,411.01,405.17,408.56,1164000
0700,HK,2025-03-04,406.19,409.63,403.75,407.19,1188000
0700,HK,2025-03-05,404.83,408.34,402.4,405.9,1212000
0700,HK,2025-03-06,403.62,407.18,401.2,404.75,1236000
0700,HK,2025-03-07,402.6,406.21,400.18,403.79,1260000
0700,HK,2025-03-10,401.82,405.49,399.41,403.07,1284000
0700,HK,2025-03-11,401.33,405.05,398.92,402.63,900000
0700,HK,2025-03-12,401.16,404.92,398.75,402.5,924000
0700,HK,2025-03-13,401.31,405.11,398.9,402.69,948000
0700,HK,2025-03-14,401.79,405.61,399.38,403.19,972000
0700,HK,2025-03-17,402.58,406.41,400.16,403.99,996000
0700,HK,2025-03-18,403.64,407.49,401.22,405.06,1020000
0700,HK,2025-03-19,404.95,408.8,402.52,406.36,1044000
0700,HK,2025-03-20,406.45,410.29,404.01,407.84,1068000
0700,HK,2025-03-21,408.08,411.9,405.63,409.44,1092000
0700,HK,2025-03-24,409.77,413.56,407.31,411.09,1116000
0700,HK,2025-03-25,411.47,415.22,409,412.74,1140000
0700,HK,2025-03-26,413.09,416.8,410.61,414.31,1164000
0700,HK,2025-03-27,414.57,418.22,412.08,415.73,1188000
0700,HK,2025-03-28,415.88,419.47,413.38,416.97,1212000
0700,HK,2025-03-31,416.94,420.47,414.44,417.96,1236000
0700,HK,2025-04-01,417.71,421.17,415.2,418.66,1260000
0700,HK,2025-04-02,418.17,421.57,415.66,419.06,1284000
0700,HK,2025-04-03,418.33,421.66,415.82,419.15,900000
0700,HK,2025-04-04,418.14,421.42,415.63,418.91,924000
0700,HK,2025-04-07,417.66,420.89,415.15,418.38,948000
0700,HK,2025-04-08,416.91,420.1,414.41,417.59,972000
0700,HK,2025-04-09,415.91,419.06,413.41,416.56,996000
0700,HK,2025-04-10,414.72,417.84,412.23,415.35,1020000
0700,HK,2025-04-11,413.41,416.51,410.93,414.03,1044000
0700,HK,2025-04-14,412.03,415.14,409.56,412.66,1068000
0700,HK,2025-04-15,410.66,413.77,408.2,411.3,1092000
0700,HK,2025-04-16,409.35,412.48,406.89,410.02,1116000
0700,HK,2025-04-17,408.17,411.33,405.72,408.88,1140000
0700,HK,2025-04-18,407.18,410.38,404.74,407.93,1164000
0700,HK,2025-04-21,406.43,409.68,403.99,407.24,1188000
0700,HK,2025-04-22,405.95,409.26,403.51,406.82,1212000
0700,HK,2025-04-23,405.78,409.16,403.35,406.72,1236000
0700,HK,2025-04-24,405.92,409.37,403.48,406.93,1260000
0700,HK,2025-04-25,406.37,409.89,403.93,407.45,1284000
0700,HK,2025-04-28,407.13,410.73,404.69,408.28,900000
0700,HK,2025-04-29,408.16,411.83,405.71,409.37,924000
0700,HK,2025-04-30,409.41,413.15,406.95,410.69,948000
0700,HK,2025-05-01,410.85,414.65,408.38,412.18,972000
0700,HK,2025-05-02,412.4,416.26,409.93,413.78,996000
0700,HK,2025-05-05,414.02,417.93,411.54,415.44,1020000
0700,HK,2025-05-06,415.63,419.58,413.14,417.08,1044000
0700,HK,2025-05-07,417.18,421.15,414.68,418.64,1068000
0700,HK,2025-05-08,418.59,422.58,416.08,420.06,1092000
0700,HK,2025-05-09,419.81,423.8,417.29,421.27,1116000
0700,HK,2025-05-12,420.8,424.77,418.28,422.24,1140000
0700,HK,2025-05-13,421.52,425.46,418.99,422.92,1164000
0700,HK,2025-05-14,421.94,425.84,419.41,423.3,1188000
0700,HK,2025-05-15,422.05,425.89,419.52,423.35,1212000
0700,HK,2025-05-16,421.86,425.64,419.33,423.1,1236000
0700,HK,2025-05-19,421.37,425.08,418.84,422.54,1260000
0700,HK,2025-05-20,420.62,424.25,418.1,421.72,1284000
0700,HK,2025-05-21,419.65,423.2,417.13,420.68,900000
0700,HK,2025-05-22,418.52,421.99,416.01,419.47,924000
0700,HK,2025-05-23,417.26,420.65,414.76,418.14,948000
0700,HK,2025-05-26,415.94,419.26,413.44,416.76,972000
0700,HK,2025-05-27,414.65,417.9,412.16,415.41,996000
0700,HK,2025-05-28,413.42,416.61,410.94,414.13,1020000
0700,HK,2025-05-29,412.34,415.49,409.87,413.01,1044000
0700,HK,2025-05-30,411.44,414.55,408.97,412.08,1068000
0700,HK,2025-06-02,410.79,413.88,408.33,411.41,1092000
0700,HK,2025-06-03,410.4,413.49,407.94,411.02,1116000
0700,HK,2025-06-04,410.32,413.41,407.86,410.94,1140000
0700,HK,2025-06-05,410.53,413.64,408.07,411.17,1164000
0700,HK,2025-06-06,411.05,414.19,408.58,411.72,1188000
0700,HK,2025-06-09,411.85,415.05,409.38,412.57,1212000
0700,HK,2025-06-10,412.91,416.16,410.43,413.68,1236000
0700,HK,2025-06-11,414.18,417.5,411.69,415.01,1260000
0700,HK,2025-06-12,415.63,419.02,413.14,416.52,1284000
0700,HK,2025-06-13,417.16,420.64,414.66,418.13,900000
0700,HK,2025-06-16,418.75,422.31,416.24,419.79,924000
0700,HK,2025-06-17,420.3,423.95,417.78,421.42,948000
0700,HK,2025-06-18,421.78,425.51,419.25,422.97,972000
0700,HK,2025-06-19,423.11,426.92,420.57,424.37,996000
0700,HK,2025-06-20,424.25,428.12,421.7,425.57,1020000
0700,HK,2025-06-23,425.14,429.08,422.59,426.52,1044000
0700,HK,2025-06-24,425.75,429.74,423.2,427.18,1068000
0700,HK,2025-06-25,426.07,430.1,423.51,427.53,1092000
0700,HK,2025-06-26,426.07,430.13,423.51,427.56,1116000
0700,HK,2025-06-27,425.79,429.84,423.24,427.28,1140000
0700,HK,2025-06-30,425.21,429.26,422.66,426.7,1164000
0700,HK,2025-07-01,424.39,428.42,421.84,425.86,1188000
0700,HK,2025-07-02,423.36,427.35,420.82,424.8,1212000
0700,HK,2025-07-03,422.18,426.12,419.65,423.58,1236000
0700,HK,2025-07-04,420.89,424.77,418.36,422.24,1260000
0700,HK,2025-07-07,419.58,423.4,417.06,420.87,1284000
0700,HK,2025-07-08,418.28,422.03,415.77,419.51,900000
0700,HK,2025-07-09,417.09,420.76,414.59,418.25,924000
0700,HK,2025-07-10,416.05,419.64,413.55,417.14,948000
0700,HK,2025-07-11,415.22,418.73,412.73,416.23,972000
0700,HK,2025-07-14,414.64,418.07,412.15,415.58,996000
0700,HK,2025-07-15,414.34,417.7,411.85,415.21,1020000
0700,HK,2025-07-16,414.35,417.65,411.86,415.16,1044000
0700,HK,2025-07-17,414.66,417.91,412.17,415.42,1068000
0700,HK,2025-07-18,415.29,418.5,412.8,416,1092000
0700,HK,2025-07-21,416.19,419.36,413.69,416.86,1116000
0700,HK,2025-07-22,417.34,420.5,414.84,417.99,1140000
0700,HK,2025-07-23,418.71,421.86,416.2,419.34,1164000
0700,HK,2025-07-24,420.23,423.39,417.71,420.86,1188000
0700,HK,2025-07-25,421.84,425.01,419.31,422.48,1212000
0700,HK,2025-07-28,423.47,426.67,420.93,424.13,1236000
0700,HK,2025-07-29,425.07,428.32,422.52,425.77,1260000
0700,HK,2025-07-30,426.57,429.87,424.01,427.31,1284000
0700,HK,2025-07-31,427.89,431.26,425.32,428.69,900000
0700,HK,2025-08-01,429.01,432.45,426.44,429.87,924000
0700,HK,2025-08-04,429.86,433.37,427.28,430.79,948000
0700,HK,2025-08-05,430.43,434.02,427.85,431.43,972000
0700,HK,2025-08-06,430.68,434.34,428.1,431.75,996000
0700,HK,2025-08-07,430.61,434.35,428.03,431.76,1020000
0700,HK,2025-08-08,430.24,434.05,427.66,431.46,1044000
